Date,Max_Temp,Min_Temp,Rainfall,Wind_Speed,Humidity,Avg_Temp,Year,Month,Season,Month_Name
2020-12-14,27.4,22.5,22.5,11.2,94,24.95,2020,12,Winter,Dec
2020-12-15,29.2,21.9,0.0,21.0,93,25.549999999999997,2020,12,Winter,Dec
2020-12-16,29.2,21.9,0.0,19.4,90,25.549999999999997,2020,12,Winter,Dec
2020-12-17,30.2,21.5,0.0,19.5,90,25.85,2020,12,Winter,Dec
2020-12-18,30.8,21.2,0.0,15.3,89,26.0,2020,12,Winter,Dec
2020-12-19,31.9,20.5,0.0,18.4,90,26.2,2020,12,Winter,Dec
2020-12-20,31.0,21.0,0.0,17.9,74,26.0,2020,12,Winter,Dec
2020-12-21,31.1,18.8,0.0,16.9,85,24.950000000000003,2020,12,Winter,Dec
2020-12-22,30.9,17.1,0.0,14.1,80,24.0,2020,12,Winter,Dec
2020-12-23,29.4,16.5,0.0,13.0,92,22.95,2020,12,Winter,Dec
2020-12-24,31.0,17.4,0.0,16.4,87,24.2,2020,12,Winter,Dec
2020-12-25,32.5,18.9,0.0,12.8,85,25.7,2020,12,Winter,Dec
2020-12-26,31.5,19.8,0.0,14.3,86,25.65,2020,12,Winter,Dec
2020-12-27,30.0,20.8,0.0,20.9,86,25.4,2020,12,Winter,Dec
2020-12-28,28.2,19.7,0.0,23.1,62,23.95,2020,12,Winter,Dec
2020-12-29,27.5,16.5,0.0,18.7,83,22.0,2020,12,Winter,Dec
2020-12-30,28.7,18.2,0.0,20.4,80,23.45,2020,12,Winter,Dec
2020-12-31,32.0,19.0,0.0,15.3,86,25.5,2020,12,Winter,Dec
2021-01-01,31.6,20.8,0.0,17.3,87,26.200000000000003,2021,1,Winter,Jan
2021-01-02,28.9,22.6,0.0,16.2,91,25.75,2021,1,Winter,Jan
2021-01-03,28.3,21.5,0.0,18.0,83,24.9,2021,1,Winter,Jan
2021-01-04,28.0,21.2,0.0,16.6,78,24.6,2021,1,Winter,Jan
2021-01-05,28.4,21.1,0.4,20.9,80,24.75,2021,1,Winter,Jan
2021-01-06,29.1,21.6,0.0,21.8,73,25.35,2021,1,Winter,Jan
2021-01-07,29.4,21.6,0.2,17.6,87,25.5,2021,1,Winter,Jan
2021-01-08,28.9,22.9,2.8,11.5,95,25.9,2021,1,Winter,Jan
2021-01-09,30.2,22.9,0.2,16.1,91,26.549999999999997,2021,1,Winter,Jan
2021-01-10,31.0,23.9,0.0,14.3,92,27.45,2021,1,Winter,Jan
2021-01-11,31.3,23.8,0.0,16.1,87,27.55,2021,1,Winter,Jan
2021-01-12,32.7,24.0,0.0,20.7,85,28.35,2021,1,Winter,Jan
2021-01-13,32.2,22.5,0.0,18.9,77,27.35,2021,1,Winter,Jan
2021-01-14,30.5,21.5,0.0,20.1,88,26.0,2021,1,Winter,Jan
2021-01-15,28.3,20.3,0.0,19.1,94,24.3,2021,1,Winter,Jan
2021-01-16,28.4,18.1,0.0,18.6,95,23.25,2021,1,Winter,Jan
2021-01-17,28.1,19.0,0.0,14.7,98,23.55,2021,1,Winter,Jan
2021-01-18,28.8,20.4,0.0,18.1,97,24.6,2021,1,Winter,Jan
2021-01-19,29.9,21.0,0.0,17.2,78,25.45,2021,1,Winter,Jan
2021-01-20,30.4,20.1,0.0,18.1,80,25.25,2021,1,Winter,Jan
2021-01-21,28.8,19.5,0.0,17.6,92,24.15,2021,1,Winter,Jan
2021-01-22,29.6,18.3,0.0,18.6,94,23.950000000000003,2021,1,Winter,Jan
2021-01-23,30.6,20.0,0.0,20.1,88,25.3,2021,1,Winter,Jan
2021-01-24,29.4,19.1,0.0,19.6,89,24.25,2021,1,Winter,Jan
2021-01-25,29.0,16.6,0.0,19.1,89,22.8,2021,1,Winter,Jan
2021-01-26,28.0,17.6,0.0,20.4,89,22.8,2021,1,Winter,Jan
2021-01-27,27.1,16.9,0.0,18.4,92,22.0,2021,1,Winter,Jan
2021-01-28,27.5,17.0,0.0,20.0,90,22.25,2021,1,Winter,Jan
2021-01-29,28.2,16.6,0.0,17.9,87,22.4,2021,1,Winter,Jan
2021-01-30,30.0,17.3,0.0,19.9,87,23.65,2021,1,Winter,Jan
2021-01-31,30.9,17.9,0.0,19.2,88,24.4,2021,1,Winter,Jan
2021-02-01,32.6,20.5,0.0,19.7,68,26.55,2021,2,Winter,Feb
2021-02-02,32.9,21.5,0.0,17.9,63,27.2,2021,2,Winter,Feb
2021-02-03,31.2,19.0,0.0,16.6,82,25.1,2021,2,Winter,Feb
2021-02-04,30.2,20.0,0.0,21.1,78,25.1,2021,2,Winter,Feb
2021-02-05,29.9,20.1,0.0,22.7,75,25.0,2021,2,Winter,Feb
2021-02-06,31.4,19.3,0.0,21.3,61,25.35,2021,2,Winter,Feb
2021-02-07,32.8,20.9,0.0,19.6,47,26.849999999999998,2021,2,Winter,Feb
2021-02-08,32.7,18.6,0.0,22.0,57,25.650000000000002,2021,2,Winter,Feb
2021-02-09,32.7,17.2,0.0,17.1,72,24.950000000000003,2021,2,Winter,Feb
2021-02-10,30.9,17.5,0.0,18.4,82,24.2,2021,2,Winter,Feb
2021-02-11,32.2,18.0,0.0,16.5,82,25.1,2021,2,Winter,Feb
2021-02-12,30.3,19.2,0.0,19.5,83,24.75,2021,2,Winter,Feb
2021-02-13,30.3,18.9,0.0,22.0,89,24.6,2021,2,Winter,Feb
2021-02-14,30.1,20.0,0.0,21.8,88,25.05,2021,2,Winter,Feb
2021-02-15,28.6,20.6,0.0,23.4,92,24.6,2021,2,Winter,Feb
2021-02-16,27.8,20.4,0.0,24.2,97,24.1,2021,2,Winter,Feb
2021-02-17,28.8,20.1,0.0,24.7,95,24.450000000000003,2021,2,Winter,Feb
2021-02-18,31.4,20.5,1.0,15.6,89,25.95,2021,2,Winter,Feb
2021-02-19,32.0,21.5,0.1,19.0,84,26.75,2021,2,Winter,Feb
2021-02-20,32.3,20.2,0.0,25.3,82,26.25,2021,2,Winter,Feb
2021-02-21,34.0,22.0,0.0,21.3,58,28.0,2021,2,Winter,Feb
2021-02-22,33.1,22.3,0.0,20.5,76,27.700000000000003,2021,2,Winter,Feb
2021-02-23,31.7,21.8,0.0,18.7,84,26.75,2021,2,Winter,Feb
2021-02-24,33.0,21.8,0.0,19.4,92,27.4,2021,2,Winter,Feb
2021-02-25,33.0,23.0,0.0,24.0,77,28.0,2021,2,Winter,Feb
2021-02-26,30.3,21.8,0.0,20.7,84,26.05,2021,2,Winter,Feb
2021-02-27,31.2,20.8,0.0,24.2,94,26.0,2021,2,Winter,Feb
2021-02-28,34.3,21.7,0.0,21.8,84,28.0,2021,2,Winter,Feb
2021-03-01,35.1,24.0,0.0,23.2,59,29.55,2021,3,Summer,Mar
2021-03-02,34.4,22.0,0.0,25.0,69,28.2,2021,3,Summer,Mar
2021-03-03,36.2,22.3,0.0,21.9,57,29.25,2021,3,Summer,Mar
2021-03-04,36.3,21.8,0.0,23.3,59,29.049999999999997,2021,3,Summer,Mar
2021-03-05,36.6,21.8,0.0,19.2,88,29.200000000000003,2021,3,Summer,Mar
2021-03-06,31.4,22.4,0.0,18.2,98,26.9,2021,3,Summer,Mar
2021-03-07,32.8,21.0,0.0,19.9,97,26.9,2021,3,Summer,Mar
2021-03-08,32.3,21.4,0.0,21.1,87,26.849999999999998,2021,3,Summer,Mar
2021-03-09,34.8,22.7,0.0,24.2,89,28.75,2021,3,Summer,Mar
2021-03-10,32.7,23.8,0.0,21.0,83,28.25,2021,3,Summer,Mar
2021-03-11,31.0,22.6,0.0,23.2,92,26.8,2021,3,Summer,Mar
2021-03-12,32.7,21.9,0.0,24.2,93,27.3,2021,3,Summer,Mar
2021-03-13,35.7,24.4,0.0,21.3,65,30.05,2021,3,Summer,Mar
2021-03-14,34.6,23.5,0.0,20.2,67,29.05,2021,3,Summer,Mar
2021-03-15,34.6,24.0,0.0,23.7,83,29.3,2021,3,Summer,Mar
2021-03-16,33.8,23.3,0.0,23.5,79,28.549999999999997,2021,3,Summer,Mar
2021-03-17,34.7,23.0,0.0,23.2,83,28.85,2021,3,Summer,Mar
2021-03-18,32.5,23.6,0.0,19.5,77,28.05,2021,3,Summer,Mar
2021-03-19,32.2,23.4,0.0,24.2,90,27.8,2021,3,Summer,Mar
2021-03-20,31.1,22.1,0.0,18.0,98,26.6,2021,3,Summer,Mar
2021-03-21,32.0,22.1,0.0,15.6,100,27.05,2021,3,Summer,Mar
2021-03-22,33.8,23.3,0.0,18.0,99,28.549999999999997,2021,3,Summer,Mar
2021-03-23,33.8,23.5,0.0,23.7,71,28.65,2021,3,Summer,Mar
2021-03-24,35.5,24.9,0.0,17.9,69,30.2,2021,3,Summer,Mar
2021-03-25,38.2,25.0,0.0,25.3,55,31.6,2021,3,Summer,Mar
2021-03-26,36.5,25.0,0.0,22.5,45,30.75,2021,3,Summer,Mar
2021-03-27,38.6,24.4,0.0,24.2,44,31.5,2021,3,Summer,Mar
2021-03-28,33.7,23.1,0.0,18.3,94,28.400000000000002,2021,3,Summer,Mar
2021-03-29,32.5,24.4,0.0,24.3,96,28.45,2021,3,Summer,Mar
2021-03-30,31.4,23.5,0.0,14.4,96,27.45,2021,3,Summer,Mar
2021-03-31,30.9,22.2,0.0,19.2,99,26.549999999999997,2021,3,Summer,Mar
2021-04-01,31.6,24.2,0.0,18.1,96,27.9,2021,4,Summer,Apr
2021-04-02,31.0,24.2,0.1,16.0,93,27.6,2021,4,Summer,Apr
2021-04-03,30.4,24.0,0.0,17.9,96,27.2,2021,4,Summer,Apr
2021-04-04,31.0,24.4,0.0,21.1,94,27.7,2021,4,Summer,Apr
2021-04-05,31.7,23.6,0.0,22.7,98,27.65,2021,4,Summer,Apr
2021-04-06,33.9,23.8,0.0,24.7,92,28.85,2021,4,Summer,Apr
2021-04-07,33.3,23.7,0.0,21.7,92,28.5,2021,4,Summer,Apr
2021-04-08,31.5,24.5,0.0,18.2,99,28.0,2021,4,Summer,Apr
2021-04-09,32.0,24.3,0.0,20.8,99,28.15,2021,4,Summer,Apr
2021-04-10,32.3,24.0,0.0,18.8,99,28.15,2021,4,Summer,Apr
2021-04-11,34.1,24.5,0.0,18.2,99,29.3,2021,4,Summer,Apr
2021-04-12,33.3,24.9,0.0,19.2,96,29.099999999999998,2021,4,Summer,Apr
2021-04-13,36.1,24.9,0.0,20.2,98,30.5,2021,4,Summer,Apr
2021-04-14,35.3,27.0,0.0,18.8,92,31.15,2021,4,Summer,Apr
2021-04-15,34.0,25.5,0.0,19.4,98,29.75,2021,4,Summer,Apr
2021-04-16,32.0,24.5,0.0,23.5,97,28.25,2021,4,Summer,Apr
2021-04-17,32.3,24.5,0.0,22.0,97,28.4,2021,4,Summer,Apr
2021-04-18,34.2,24.8,0.0,19.5,100,29.5,2021,4,Summer,Apr
2021-04-19,32.6,24.8,0.0,18.3,96,28.700000000000003,2021,4,Summer,Apr
2021-04-20,32.0,25.6,0.0,14.9,96,28.8,2021,4,Summer,Apr
2021-04-21,32.0,25.3,0.0,20.0,94,28.65,2021,4,Summer,Apr
2021-04-22,32.8,25.1,0.0,23.4,96,28.95,2021,4,Summer,Apr
2021-04-23,33.3,24.1,0.0,21.5,98,28.7,2021,4,Summer,Apr
2021-04-24,32.2,23.9,0.0,22.2,98,28.05,2021,4,Summer,Apr
2021-04-25,33.6,24.2,0.0,23.9,99,28.9,2021,4,Summer,Apr
2021-04-26,33.4,26.8,0.0,17.4,97,30.1,2021,4,Summer,Apr
2021-04-27,33.7,26.9,0.0,17.4,96,30.3,2021,4,Summer,Apr
2021-04-28,34.2,25.8,0.0,21.6,95,30.0,2021,4,Summer,Apr
2021-04-29,34.0,26.5,0.0,22.1,97,30.25,2021,4,Summer,Apr
2021-04-30,32.4,26.3,0.0,16.6,97,29.35,2021,4,Summer,Apr
2021-05-01,34.2,27.0,0.0,20.9,92,30.6,2021,5,Summer,May
2021-05-02,33.6,27.8,0.0,15.9,94,30.700000000000003,2021,5,Summer,May
2021-05-03,34.3,26.8,0.0,19.3,97,30.549999999999997,2021,5,Summer,May
2021-05-04,33.6,26.6,0.0,20.3,97,30.1,2021,5,Summer,May
2021-05-05,33.3,26.9,0.0,20.8,96,30.099999999999998,2021,5,Summer,May
2021-05-06,32.8,27.0,0.0,18.3,97,29.9,2021,5,Summer,May
2021-05-07,32.9,26.8,0.0,20.0,99,29.85,2021,5,Summer,May
2021-05-08,33.3,26.8,0.0,19.8,97,30.049999999999997,2021,5,Summer,May
2021-05-09,32.9,27.5,0.0,17.7,95,30.2,2021,5,Summer,May
2021-05-10,33.2,27.5,0.0,20.1,88,30.35,2021,5,Summer,May
2021-05-11,32.7,26.8,0.0,19.0,91,29.75,2021,5,Summer,May
2021-05-12,32.5,27.4,0.0,19.3,86,29.95,2021,5,Summer,May
2021-05-13,32.0,27.3,0.0,18.1,81,29.65,2021,5,Summer,May
2021-05-14,33.2,25.9,0.0,24.2,95,29.55,2021,5,Summer,May
2021-05-15,35.2,27.5,0.0,28.0,87,31.35,2021,5,Summer,May
2021-05-16,36.2,27.1,7.0,25.7,87,31.650000000000002,2021,5,Summer,May
2021-05-17,27.5,26.2,199.9,61.9,92,26.85,2021,5,Summer,May
2021-05-18,28.6,26.5,22.6,47.5,93,27.55,2021,5,Summer,May
2021-05-19,29.1,26.0,15.2,28.0,95,27.55,2021,5,Summer,May
2021-05-20,30.6,26.3,1.0,14.1,94,28.450000000000003,2021,5,Summer,May
2021-05-21,30.7,26.2,0.3,12.1,93,28.45,2021,5,Summer,May
2021-05-22,30.5,27.5,1.2,15.5,86,29.0,2021,5,Summer,May
2021-05-23,30.8,27.4,1.6,16.4,88,29.1,2021,5,Summer,May
2021-05-24,30.9,27.1,1.8,20.2,92,29.0,2021,5,Summer,May
2021-05-25,30.9,27.4,1.7,21.9,88,29.15,2021,5,Summer,May
2021-05-26,31.0,27.4,0.0,17.3,82,29.2,2021,5,Summer,May
2021-05-27,31.5,28.4,4.8,20.7,79,29.95,2021,5,Summer,May
2021-05-28,31.0,27.5,3.6,17.7,89,29.25,2021,5,Summer,May
2021-05-29,30.9,26.6,2.8,16.0,95,28.75,2021,5,Summer,May
2021-05-30,30.7,27.3,3.3,16.5,93,29.0,2021,5,Summer,May
2021-05-31,30.3,27.0,3.5,15.6,95,28.65,2021,5,Summer,May
2021-06-01,30.5,26.9,7.4,19.5,95,28.7,2021,6,Monsoon,Jun
2021-06-02,29.8,26.5,11.1,13.3,95,28.15,2021,6,Monsoon,Jun
2021-06-03,30.8,26.8,1.3,14.0,95,28.8,2021,6,Monsoon,Jun
2021-06-04,31.0,26.9,5.2,12.7,94,28.95,2021,6,Monsoon,Jun
2021-06-05,29.1,25.9,7.7,12.2,94,27.5,2021,6,Monsoon,Jun
2021-06-06,29.4,25.5,9.7,15.9,95,27.45,2021,6,Monsoon,Jun
2021-06-07,29.2,26.0,10.5,15.8,94,27.6,2021,6,Monsoon,Jun
2021-06-08,28.4,26.0,25.1,14.5,95,27.2,2021,6,Monsoon,Jun
2021-06-09,28.2,25.8,24.0,17.3,94,27.0,2021,6,Monsoon,Jun
2021-06-10,28.0,26.0,24.0,17.7,94,27.0,2021,6,Monsoon,Jun
2021-06-11,28.2,26.2,19.6,22.0,92,27.2,2021,6,Monsoon,Jun
2021-06-12,28.6,25.7,15.7,18.0,94,27.15,2021,6,Monsoon,Jun
2021-06-13,28.9,26.2,9.6,19.0,95,27.549999999999997,2021,6,Monsoon,Jun
2021-06-14,29.0,26.1,5.2,19.3,95,27.55,2021,6,Monsoon,Jun
2021-06-15,28.2,25.9,9.2,21.0,95,27.049999999999997,2021,6,Monsoon,Jun
2021-06-16,27.2,25.5,13.7,22.1,94,26.35,2021,6,Monsoon,Jun
2021-06-17,27.3,25.5,18.5,24.0,93,26.4,2021,6,Monsoon,Jun
2021-06-18,27.3,25.1,15.9,26.6,94,26.200000000000003,2021,6,Monsoon,Jun
2021-06-19,26.9,25.0,18.5,22.7,93,25.95,2021,6,Monsoon,Jun
2021-06-20,28.9,25.1,10.3,24.8,95,27.0,2021,6,Monsoon,Jun
2021-06-21,29.1,25.1,5.6,16.9,94,27.1,2021,6,Monsoon,Jun
2021-06-22,28.6,26.0,5.9,15.1,91,27.3,2021,6,Monsoon,Jun
2021-06-23,28.1,26.2,5.6,15.2,94,27.15,2021,6,Monsoon,Jun
2021-06-24,27.5,25.4,8.7,19.1,94,26.45,2021,6,Monsoon,Jun
2021-06-25,26.7,25.5,36.7,16.3,94,26.1,2021,6,Monsoon,Jun
2021-06-26,29.4,25.6,3.5,18.3,93,27.5,2021,6,Monsoon,Jun
2021-06-27,28.5,26.2,9.3,15.4,93,27.35,2021,6,Monsoon,Jun
2021-06-28,27.4,25.0,19.2,10.6,96,26.2,2021,6,Monsoon,Jun
2021-06-29,29.2,25.6,3.0,14.8,94,27.4,2021,6,Monsoon,Jun
2021-06-30,28.9,26.4,4.8,16.1,95,27.65,2021,6,Monsoon,Jun
2021-07-01,29.8,27.2,2.9,22.8,87,28.5,2021,7,Monsoon,Jul
2021-07-02,29.9,27.0,1.8,22.6,88,28.45,2021,7,Monsoon,Jul
2021-07-03,29.5,26.4,1.8,18.5,91,27.95,2021,7,Monsoon,Jul
2021-07-04,29.1,26.4,2.3,13.0,92,27.75,2021,7,Monsoon,Jul
2021-07-05,29.1,26.3,1.2,13.0,93,27.700000000000003,2021,7,Monsoon,Jul
2021-07-06,29.6,26.1,1.0,13.8,92,27.85,2021,7,Monsoon,Jul
2021-07-07,29.6,26.4,2.2,14.2,95,28.0,2021,7,Monsoon,Jul
2021-07-08,29.1,26.5,8.9,14.9,93,27.8,2021,7,Monsoon,Jul
2021-07-09,29.1,26.5,4.1,13.8,94,27.8,2021,7,Monsoon,Jul
2021-07-10,26.8,25.9,85.5,16.1,94,26.35,2021,7,Monsoon,Jul
2021-07-11,28.8,25.9,13.7,14.7,95,27.35,2021,7,Monsoon,Jul
2021-07-12,28.3,25.8,41.0,36.8,96,27.05,2021,7,Monsoon,Jul
2021-07-13,28.1,25.8,34.6,23.7,94,26.950000000000003,2021,7,Monsoon,Jul
2021-07-14,27.3,25.6,34.9,23.1,94,26.450000000000003,2021,7,Monsoon,Jul
2021-07-15,28.0,25.6,22.4,23.2,94,26.8,2021,7,Monsoon,Jul
2021-07-16,28.4,25.4,31.8,31.5,95,26.9,2021,7,Monsoon,Jul
2021-07-17,27.6,25.8,40.6,26.6,93,26.700000000000003,2021,7,Monsoon,Jul
2021-07-18,28.2,26.0,32.9,21.6,93,27.1,2021,7,Monsoon,Jul
2021-07-19,27.4,25.8,55.2,22.0,94,26.6,2021,7,Monsoon,Jul
2021-07-20,27.5,25.6,29.1,23.4,93,26.55,2021,7,Monsoon,Jul
2021-07-21,27.2,25.7,36.7,34.8,93,26.45,2021,7,Monsoon,Jul
2021-07-22,27.2,26.0,18.5,34.0,93,26.6,2021,7,Monsoon,Jul
2021-07-23,26.8,25.4,28.2,25.3,93,26.1,2021,7,Monsoon,Jul
2021-07-24,27.8,25.5,13.1,24.2,93,26.65,2021,7,Monsoon,Jul
2021-07-25,28.3,25.4,15.3,23.9,94,26.85,2021,7,Monsoon,Jul
2021-07-26,28.5,25.1,12.5,28.7,94,26.8,2021,7,Monsoon,Jul
2021-07-27,28.0,25.2,8.4,27.2,94,26.6,2021,7,Monsoon,Jul
2021-07-28,28.3,26.0,12.4,30.6,91,27.15,2021,7,Monsoon,Jul
2021-07-29,28.8,26.1,11.3,31.3,90,27.450000000000003,2021,7,Monsoon,Jul
2021-07-30,28.1,26.3,8.4,29.5,89,27.200000000000003,2021,7,Monsoon,Jul
2021-07-31,28.6,26.2,2.7,30.8,87,27.4,2021,7,Monsoon,Jul
2021-08-01,28.2,26.1,3.1,31.0,86,27.15,2021,8,Monsoon,Aug
2021-08-02,28.0,25.6,4.7,25.3,89,26.8,2021,8,Monsoon,Aug
2021-08-03,27.2,25.0,9.8,24.4,93,26.1,2021,8,Monsoon,Aug
2021-08-04,27.4,25.4,5.6,24.0,93,26.4,2021,8,Monsoon,Aug
2021-08-05,28.4,25.5,5.9,24.2,92,26.95,2021,8,Monsoon,Aug
2021-08-06,28.1,25.9,3.9,23.4,91,27.0,2021,8,Monsoon,Aug
2021-08-07,28.1,25.2,4.0,14.9,94,26.65,2021,8,Monsoon,Aug
2021-08-08,27.9,25.0,3.0,13.4,95,26.45,2021,8,Monsoon,Aug
2021-08-09,28.1,25.5,4.2,17.9,93,26.8,2021,8,Monsoon,Aug
2021-08-10,27.8,25.5,4.2,17.4,93,26.65,2021,8,Monsoon,Aug
2021-08-11,28.0,25.1,5.5,16.7,93,26.55,2021,8,Monsoon,Aug
2021-08-12,28.0,25.4,3.9,16.7,94,26.7,2021,8,Monsoon,Aug
2021-08-13,27.9,25.6,3.7,18.4,92,26.75,2021,8,Monsoon,Aug
2021-08-14,27.0,24.8,9.1,19.1,94,25.9,2021,8,Monsoon,Aug
2021-08-15,27.1,24.4,6.7,14.6,94,25.75,2021,8,Monsoon,Aug
2021-08-16,27.6,25.0,3.9,12.4,94,26.3,2021,8,Monsoon,Aug
2021-08-17,26.6,25.3,13.7,9.8,94,25.950000000000003,2021,8,Monsoon,Aug
2021-08-18,26.3,25.1,21.8,12.0,95,25.700000000000003,2021,8,Monsoon,Aug
2021-08-19,25.7,24.9,33.4,16.2,95,25.299999999999997,2021,8,Monsoon,Aug
2021-08-20,27.1,25.0,26.8,15.6,94,26.05,2021,8,Monsoon,Aug
2021-08-21,25.8,24.7,71.7,22.0,95,25.25,2021,8,Monsoon,Aug
2021-08-22,27.4,25.1,3.1,13.6,95,26.25,2021,8,Monsoon,Aug
2021-08-23,28.5,24.8,2.3,14.8,95,26.65,2021,8,Monsoon,Aug
2021-08-24,28.4,25.3,1.4,14.9,96,26.85,2021,8,Monsoon,Aug
2021-08-25,27.9,25.2,1.6,16.6,96,26.549999999999997,2021,8,Monsoon,Aug
2021-08-26,27.8,25.8,3.4,17.0,93,26.8,2021,8,Monsoon,Aug
2021-08-27,28.0,25.4,2.1,12.3,94,26.7,2021,8,Monsoon,Aug
2021-08-28,27.8,25.0,0.6,14.5,94,26.4,2021,8,Monsoon,Aug
2021-08-29,28.2,24.8,1.4,12.2,93,26.5,2021,8,Monsoon,Aug
2021-08-30,27.1,25.9,6.0,14.5,93,26.5,2021,8,Monsoon,Aug
2021-08-31,26.6,25.4,49.1,17.1,94,26.0,2021,8,Monsoon,Aug
2021-09-01,27.4,25.2,17.2,18.9,94,26.299999999999997,2021,9,Monsoon,Sep
2021-09-02,27.9,25.5,7.1,23.8,93,26.7,2021,9,Monsoon,Sep
2021-09-03,27.2,25.1,13.7,19.1,95,26.15,2021,9,Monsoon,Sep
2021-09-04,27.8,25.1,16.6,14.5,95,26.450000000000003,2021,9,Monsoon,Sep
2021-09-05,27.2,25.3,10.1,12.3,95,26.25,2021,9,Monsoon,Sep
2021-09-06,27.9,25.3,7.9,16.8,95,26.6,2021,9,Monsoon,Sep
2021-09-07,27.1,25.2,32.0,13.3,96,26.15,2021,9,Monsoon,Sep
2021-09-08,27.6,25.3,146.8,34.9,96,26.450000000000003,2021,9,Monsoon,Sep
2021-09-09,28.4,25.7,6.9,32.1,93,27.049999999999997,2021,9,Monsoon,Sep
2021-09-10,27.8,25.2,9.9,26.2,94,26.5,2021,9,Monsoon,Sep
2021-09-11,27.5,25.6,53.6,25.3,94,26.55,2021,9,Monsoon,Sep
2021-09-12,27.5,25.5,45.3,21.4,94,26.5,2021,9,Monsoon,Sep
2021-09-13,26.9,26.0,27.4,25.0,92,26.45,2021,9,Monsoon,Sep
2021-09-14,28.4,26.0,6.0,25.5,91,27.2,2021,9,Monsoon,Sep
2021-09-15,27.6,25.4,6.0,24.1,93,26.5,2021,9,Monsoon,Sep
2021-09-16,28.5,25.5,4.4,24.5,92,27.0,2021,9,Monsoon,Sep
2021-09-17,28.4,25.5,3.3,21.6,92,26.95,2021,9,Monsoon,Sep
2021-09-18,27.3,25.2,3.3,17.9,92,26.25,2021,9,Monsoon,Sep
2021-09-19,27.1,25.2,6.4,17.1,94,26.15,2021,9,Monsoon,Sep
2021-09-20,27.5,25.2,10.2,13.1,94,26.35,2021,9,Monsoon,Sep
2021-09-21,27.2,25.4,17.8,14.5,94,26.299999999999997,2021,9,Monsoon,Sep
2021-09-22,26.8,25.0,19.7,16.8,95,25.9,2021,9,Monsoon,Sep
2021-09-23,27.2,25.0,6.6,14.5,95,26.1,2021,9,Monsoon,Sep
2021-09-24,28.5,25.2,2.0,15.0,94,26.85,2021,9,Monsoon,Sep
2021-09-25,28.1,24.5,2.2,13.4,95,26.3,2021,9,Monsoon,Sep
2021-09-26,28.1,25.2,2.8,14.1,93,26.65,2021,9,Monsoon,Sep
2021-09-27,26.6,25.0,5.2,9.6,94,25.8,2021,9,Monsoon,Sep
2021-09-28,26.5,24.5,14.3,17.6,95,25.5,2021,9,Monsoon,Sep
2021-09-29,27.8,25.2,30.7,24.9,95,26.5,2021,9,Monsoon,Sep
2021-09-30,27.8,25.0,4.4,23.1,95,26.4,2021,9,Monsoon,Sep
2021-10-01,29.0,25.2,0.2,15.1,97,27.1,2021,10,Autumn,Oct
2021-10-02,28.7,24.9,0.8,16.4,98,26.799999999999997,2021,10,Autumn,Oct
2021-10-03,30.4,25.1,0.2,17.8,96,27.75,2021,10,Autumn,Oct
2021-10-04,30.5,26.2,0.0,16.5,97,28.35,2021,10,Autumn,Oct
2021-10-05,30.8,26.1,0.9,17.7,98,28.450000000000003,2021,10,Autumn,Oct
2021-10-06,31.3,26.4,7.4,12.5,97,28.85,2021,10,Autumn,Oct
2021-10-07,31.9,26.0,2.4,12.1,98,28.95,2021,10,Autumn,Oct
2021-10-08,29.2,25.2,6.8,15.3,95,27.2,2021,10,Autumn,Oct
2021-10-09,28.5,25.9,5.2,13.3,97,27.2,2021,10,Autumn,Oct
2021-10-10,29.1,25.9,6.2,10.1,96,27.5,2021,10,Autumn,Oct
2021-10-11,29.2,25.0,14.6,15.3,96,27.1,2021,10,Autumn,Oct
2021-10-12,30.1,25.1,0.7,12.7,97,27.6,2021,10,Autumn,Oct
2021-10-13,30.9,25.1,1.6,12.8,95,28.0,2021,10,Autumn,Oct
2021-10-14,31.9,25.5,0.7,18.7,96,28.7,2021,10,Autumn,Oct
2021-10-15,32.9,24.6,0.0,18.6,83,28.75,2021,10,Autumn,Oct
2021-10-16,31.5,24.1,0.0,20.0,81,27.8,2021,10,Autumn,Oct
2021-10-17,30.5,24.5,0.0,17.4,81,27.5,2021,10,Autumn,Oct
2021-10-18,30.0,25.2,1.1,19.9,91,27.6,2021,10,Autumn,Oct
2021-10-19,29.2,24.6,0.5,13.8,91,26.9,2021,10,Autumn,Oct
2021-10-20,29.6,23.5,0.0,18.6,99,26.55,2021,10,Autumn,Oct
2021-10-21,31.2,22.9,0.0,18.1,96,27.049999999999997,2021,10,Autumn,Oct
2021-10-22,32.1,22.2,0.0,15.0,91,27.15,2021,10,Autumn,Oct
2021-10-23,31.0,23.1,0.0,18.1,92,27.05,2021,10,Autumn,Oct
2021-10-24,29.5,22.9,0.0,17.2,95,26.2,2021,10,Autumn,Oct
2021-10-25,30.3,22.8,0.0,20.2,96,26.55,2021,10,Autumn,Oct
2021-10-26,32.0,22.9,0.0,16.3,92,27.45,2021,10,Autumn,Oct
2021-10-27,33.1,23.0,0.0,20.2,88,28.05,2021,10,Autumn,Oct
2021-10-28,33.6,23.4,0.0,21.6,73,28.5,2021,10,Autumn,Oct
2021-10-29,33.3,23.9,0.0,21.2,63,28.599999999999998,2021,10,Autumn,Oct
2021-10-30,33.0,24.0,0.0,19.6,66,28.5,2021,10,Autumn,Oct
2021-10-31,32.5,24.1,0.0,18.1,71,28.3,2021,10,Autumn,Oct
